lat,lon,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,plot,loss
39.725,116.195,-0.009279781,0.00120621,0.000464217,-0.00011645,-1.70E-05,-0.0001539,7.91E-05,0.003931838,-0.018538124,0.045035765,0.070506656,0.000761586,0.000102583,-0.009274943,0.028085089,0.141232736,0.128046994,0.010251902,0.252946716,0.139019728,0.017224543,-0.005012482,0.013251316,-0.038149415,0.33033314,0.10230838,0.000716444,-0.000475802,-0.004438121,,1.986699345
39.725,116.205,5.73E-05,7.53E-05,0,5.29E-23,-4.24E-22,-8.47E-22,3.39E-21,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.031641062,0.103167789,0.026192179,-0.015042771,0.052516335,0.177157983,0.273977428,-0.001095404,0.067322807,0.142073398,-0.020172597,0.145450913,0.260407273,-0.000454673,0.107240525,0.016494945,-0.003846477,0.018334328,,2.215192997
39.725,116.215,-0.032174004,0.01220235,-0.001293398,-0.00026053,4.13E-05,0.000374665,-0.00512298,0.025292605,-0.064807897,0.124178377,0.40405845,0.378850952,2.047957268,0.954281677,0.075991345,0.192815214,0.198303209,0.039170172,0.288333981,0.616215172,0.351795755,0.426149822,0.652766164,0.365266635,-0.038833086,0.28057044,0.621806664,0.078906671,-0.152730592,,0.729945732
39.725,116.225,0.007881,-0.001637852,-0.000126904,4.13E-05,-8.47E-21,-6.78E-21,0.000374665,-0.003911949,0.013243759,-0.017576481,0.01767566,0.660342886,0.397400399,0.174826058,0.217851092,0.387813178,0.42642581,0.667866294,0.530501924,0.004965084,0.260394999,0.073732887,0.286399181,0.689112937,0.40808706,0.60752213,0.593456531,0.318328398,0.083214205,,1.077496309
39.725,116.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.725,116.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.725,116.255,0,0,0,0,0,-1.32E-23,0,1.69E-21,0,1.69E-20,-0.0001539,7.91E-05,0.003931838,-0.018538124,0.045035765,0.071343021,-0.003829255,0.009417081,-0.018394727,0.074981316,0.123239236,0.015934392,-1.95E-18,-3.25E-19,-2.71E-20,-8.47E-21,-1.64E-07,-9.99E-08,8.55E-06,,2.492497302
39.725,116.265,7.53E-05,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107304844,0.015934392,-1.95E-18,-3.25E-19,-1.08E-19,6.14E-21,0.000682465,-0.00451172,0.013774901,-0.032244407,0.111236682,-0.002676097,0.045696587,0.068455861,0.00407175,-0.010769505,,2.434851924
39.725,116.275,0.00587723,-0.001628042,-8.50E-07,5.83E-05,8.47E-21,-4.74E-20,0.000528565,-0.003904034,0.012966339,-0.033379253,0.113437052,0.198973756,0.151560704,0.37872947,0.301406575,0.140588836,0.006412122,0.215474551,0.265602191,0.442906673,0.016040792,0.441516053,0.161592139,0.268716829,0.450889572,0.534947532,0.055611246,0.091927568,0.26346531,,1.34402597
39.725,116.285,0.010122503,0.002108757,-0.00123965,0.0004519,1.90E-05,0.000982351,-0.002960745,0.008341417,-0.034173042,0.319405317,0.577822558,0.226381241,0.005778489,0.23143296,0.063061139,0.303989518,0.175226776,0.096669651,0.206987442,0.40698944,0.628100041,0.063506304,0.448375633,0.773254576,0.637269457,0.916021604,0.380030299,0.034809823,-0.000302578,,1.188554968
39.725,116.295,-0.004225425,0.000267056,0.000439203,-7.51E-05,-1.70E-05,-0.0001539,0.000453785,0.000943289,-0.005769087,0.003493591,0.203389873,0.372547657,0.027357064,0.013928801,-0.032323528,0.107304844,0.015780492,-7.48E-05,0.003857058,-0.014527166,0.030429479,0.097840662,0.1111846,0.084589357,-0.032322361,0.107226177,0.016554182,-0.003859936,0.017872851,,1.76954152
39.725,116.305,0.052503886,-0.034810121,0.021010983,0.121364704,0.081535967,0.141400232,0.003931838,-0.018009559,0.040449265,0.089811345,-0.056028033,0.166882075,0.043433051,0.343403424,0.064151245,0.334396087,0.092075656,0.003377357,0.18630684,0.062770059,0.205541056,0.300956533,0.185658867,0.323073184,0.163230907,0.291987919,0.10140281,-0.002219798,0.01754475,,1.648757723
39.725,116.315,-0.01378868,-0.002969835,0.002680011,-0.000334006,-0.000101889,-0.000923401,0.003779843,-0.001726973,-0.023715289,0.062451906,1.042132601,3.747284579,1.68764699,0.695375221,0.241369674,0.283327297,0.561689537,0.568535311,0.327703413,0.551784565,0.411238041,0.501442366,0.93357516,1.059880413,0.940958528,0.296404202,0.837469898,0.354246806,0.081574376,,0.576605242
39.725,116.325,0.116481634,0.155514367,-0.01311898,0.119475946,0.437301651,0.093100496,0.031248565,0.134538335,0.135087082,-0.072508333,0.907524331,3.618511667,13.50297563,10.97431228,5.971769699,5.340097955,5.16720051,3.416927343,6.612462483,5.456064727,5.095653651,7.271834346,7.371651407,9.116938116,5.234230025,3.511743026,1.888870671,1.167882969,1.02749566,,0.29843406
39.725,116.335,0.054659133,0.056553696,0.002508131,0.067846263,0.034258287,0.083973756,-0.026453935,0.092180839,0.035014117,-0.087437561,1.262799245,7.679139769,8.047909875,7.170419015,6.346037595,8.33073835,10.32490863,7.3078591,7.739975509,8.020779359,7.609022003,6.992626199,10.25088907,7.23853507,4.946876686,3.688544673,1.625151674,0.310014716,0.18414324,,0.338267363
39.725,116.345,0.027709542,0.161813517,0.005076525,0.05803482,0.417892865,0.013474057,0.074104609,0.11867414,0.07350713,-0.217816654,0.511826122,3.436793146,2.750019219,2.881962906,1.39074559,2.03153807,1.730845525,2.339464699,2.728634905,2.619340589,1.666867458,4.06028631,2.757468858,3.487740332,3.372553745,2.348268629,1.303581524,0.47155762,0.152875729,,0.491876571
39.725,116.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.725,116.365,-0.003907007,0.000189858,0.000150608,0,-1.69E-21,-2.03E-20,9.49E-20,0.001364931,-0.008340974,0.023345882,-0.050872155,0.182586046,0.138677207,0.023199703,-0.038970297,0.294534569,0.272951824,0.070660556,-0.0004617,0.000919826,0.007129894,-0.041606451,0.106715604,0.300748387,0.060986217,0.070482081,0.001023167,-0.003501303,0.009990983,,1.924038288
39.725,116.375,0.000992067,0.00101987,-0.000174577,-3.40E-05,-3.39E-21,-2.03E-20,-0.0003078,0.000686806,0.004796007,-0.028392949,0.067829065,0.229184113,0.291146781,0.065378694,0.114947327,0.225542357,0.898229787,0.138941483,0.50622041,-0.04623083,0.581259091,0.626439616,0.36295944,0.569801563,0.434548477,0.193703423,0.016693928,-0.002353993,0.011191204,,1.115280363
39.725,116.385,0.00241242,0.000928434,-0.000232899,-3.40E-05,0,3.39E-20,-0.0003078,0.000158241,0.007863676,-0.037076248,0.090071529,0.141849677,-0.0044326,0.017860639,-0.050861652,0.152340609,0.086594948,-0.0001539,-0.00053648,0.005987915,-0.015813026,0.016179868,0.13854926,0.625228509,0.386537179,0.156917415,0.001546007,-0.003912495,0.008687567,,1.401858614
39.725,116.395,0,0,0,0,0,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107304844,0.017299323,-0.00902344,0.027857602,-0.064647055,0.214609688,0.031868784,-3.28E-07,1.28E-07,1.70E-05,-7.71E-05,-4.17E-05,,2.105959096
39.725,116.405,7.53E-05,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,3.39E-21,2.03E-20,0.000682465,-0.00451172,0.013621,-0.031636722,0.11073592,-0.003281217,0.039209877,0.294344185,0.081929328,0.014690386,-0.030856014,0.089160361,0.070433031,0.080840916,0.337928044,0.051867631,-0.01901057,0.045377031,0.070138809,0.0114067,,1.862662551
39.725,116.415,0.069199216,0.008496492,0.046621388,0.071955148,0.194619517,0.056458437,0.084964022,-0.036235477,0.122816764,-0.019451608,0.085340277,0.475489012,0.955239141,0.488256284,0.094292854,0.547922643,2.136678187,0.837201289,0.465895973,0.461635125,0.506620977,1.415102171,1.9576447,1.588343748,1.115778451,1.139771058,0.879707452,0.465913779,0.097771467,,0.714169592
39.725,116.425,-0.044996779,0.049384359,-0.065230054,0.063066327,0.40228435,0.033146679,-0.010122067,0.035838698,-0.108465407,0.421793738,0.662190239,2.484445056,4.416710893,1.184004057,0.708157933,0.553769321,2.423753266,2.638041715,0.691123078,0.435897473,1.552549695,0.410599069,2.918927804,4.859638171,2.733593956,2.554700506,2.243139758,1.507924367,0.635198149,,0.544561979
39.725,116.435,0.006436381,-0.013674627,0.010355571,0.060409702,0.040791346,0.070506656,0.00082845,-0.001449829,0.000111707,-0.003687946,0.226184461,1.054935556,0.877857474,0.063501116,1.336135255,0.34665001,2.913242094,2.012769486,0.675273242,0.753345511,0.797256798,0.213908264,3.155303633,3.986314374,1.727145326,1.704251429,2.457200319,1.17360368,0.296345901,,0.573053974
39.725,116.445,-0.002120981,0.000612929,1.72E-05,-1.70E-05,0,-1.02E-20,-0.0001539,0.001290151,-0.003647551,0.004756441,-0.013667282,0.274654392,0.301998653,0.08521595,0.373075385,0.229666684,-0.129873993,0.424456153,0.076067224,0.182355364,0.004763523,0.016281958,0.112588788,0.471735199,0.179238096,0.338285303,0.261429973,0.14094549,0.031836243,,1.383644389
39.725,116.455,0.018821938,-0.031921631,0.048636706,0.08268839,-0.049865028,0.107150944,0.017753108,-0.00686912,0.015874056,-0.046045974,0.382188611,0.557805864,0.509295096,0.258801446,0.113891711,0.078549976,0.532820444,0.353762722,0.27361481,0.352073148,0.028802866,0.812398494,1.016351869,1.419228887,0.443036989,0.215640699,0.046228106,0.073382742,0.107604233,,0.923280452
39.725,116.465,0,0,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,-1.02E-20,1.29E-19,0.000682465,-0.00451172,0.013928801,-0.031641062,0.103475589,0.025043672,-0.018236486,0.083527458,0.082333733,0.117316498,0.110152811,0.116033937,0.022420915,0.349981279,0.221047576,0.029632478,0.173023157,0.034761968,-0.063925871,,1.997117227
39.725,116.475,0.00512859,-0.001966011,0.000115599,7.53E-05,-3.39E-21,2.03E-20,0.000682465,-0.003983155,0.010178667,-0.019128509,0.070297213,0.139962431,0.179293506,0.042432032,0.11569632,0.070660556,4.34E-19,-0.0003078,0.001215371,-0.000319058,-0.005645925,-0.001997332,0.439249215,0.19263596,0.26247203,0.208271389,0.048531396,0.061684767,0.027465723,,1.575876041
39.725,116.485,0,0,0,0,0,-1.32E-23,0,2.12E-21,-1.69E-21,-1.02E-20,-0.0001539,-7.48E-05,0.005375889,-0.02294726,0.050372087,0.060545466,0.270807355,0.088840541,0.165735897,0.092364478,-0.014166851,0.065218068,0.384465589,0.350934058,-0.019065306,0.152931898,0.085002648,6.55E-05,0.007627698,,1.821516357
39.725,116.495,0.023791614,-0.008629196,0.000750601,0.000260071,-1.70E-05,-0.0001539,0.003491447,-0.018626762,0.051788345,-0.121247494,0.621413462,0.048063041,0.112517354,-0.039876438,0.375781831,0.116199176,1.501679191,0.581019595,-0.059395851,0.188588556,0.251775796,0.076716909,0.985383729,1.48019691,0.271476343,0.357109119,0.200603797,0.085340231,0.02395737,,1.090629677
39.725,116.505,-0.001982142,5.73E-05,7.53E-05,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.108208074,0.007830778,0.035141395,-0.106332626,0.317393454,0.351155295,0.015780492,7.91E-05,0.003931838,-0.018538124,0.045035765,0.070660556,-2.60E-18,-2.17E-19,-7.27E-07,4.72E-06,4.76E-06,-0.000168964,,1.768467117
39.725,116.515,0.000521494,-4.11E-05,-1.70E-05,0,8.47E-22,0,-3.39E-21,-0.0001539,0.000761586,-0.000579882,-0.004763223,0.012329657,0.181980698,0.009270902,-0.006646769,0.187912191,0.252505712,0.085271822,-0.036614483,0.117487851,0.005431144,0.032794984,0.225345517,0.329395016,0.238955397,0.086416605,0.000769061,-0.001776141,0.002966584,,1.627868471
39.725,116.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.725,116.535,-0.00010383,0.000480348,-5.81E-05,-1.70E-05,0,-1.02E-20,-0.0001539,0.000607686,0.000181704,-0.003824274,-0.001536127,0.218677649,0.136968616,0.219139306,-0.012213018,0.863449595,0.962802141,0.272443147,0.073124082,-0.015336478,0.230417873,0.26230493,1.071572372,0.974552297,0.630100034,0.378470831,0.10159788,-0.001134869,0.011749058,,1.021746974
39.725,116.545,0.02770725,0.154271052,0.212121447,0.284069213,0.58975624,0.24627975,0.297386118,0.094693766,0.095722084,-0.070823156,1.532631633,0.354063131,8.378438415,4.178335094,0.381931982,3.258650844,11.61635357,3.320134872,1.74200538,2.057148331,0.606265497,7.86997837,10.44662657,6.321268867,6.519507388,4.625244333,3.409601636,1.666190901,0.59902571,,0.307797214
39.725,116.555,0.294365707,0.53703176,1.087080238,0.766398904,0.656768014,0.727329739,1.185997813,0.429449453,0.408187085,0.664718504,6.205135338,15.11218781,29.17478655,13.51425598,5.004080341,5.309158889,36.83969498,18.84647934,8.953040187,6.182978484,5.665670671,17.44756648,37.86868265,25.4783562,17.74971947,15.66950757,7.140005147,4.38435145,4.018871072,,0.212208114
39.725,116.565,0.157233519,0.005136241,0.033058476,0.227478495,0.303637302,0.24574469,0.028770376,0.010892174,0.172421082,0.016737246,0.257435558,1.526318306,5.406180484,3.09799825,0.895654169,3.933801856,11.75863599,4.395645346,1.84561261,3.659325722,0.2254177,12.26710877,9.96554839,3.671155812,3.702409786,3.289192836,1.895409066,1.511220357,1.300489641,,0.365473704
39.725,116.575,0.123088602,0.088922262,0.273519917,0.496824307,0.565066008,0.518933591,0.283038243,0.099976703,0.142780936,0.056052596,3.210198091,5.76359824,6.285991685,1.081514238,0.47303167,1.97601568,3.813140377,2.454625699,0.978494932,1.124908653,0.918009622,1.910176403,1.926374126,3.392137005,2.981105532,3.55968619,1.579614394,0.464778135,0.43979453,,0.461197894
39.725,116.585,-5.92E-05,5.83E-05,0,5.29E-23,-4.24E-22,5.93E-21,-3.22E-20,6.10E-20,0.000528565,-0.0044326,0.018543104,-0.055835072,0.167189236,0.061401314,0.066380859,0.117830476,0.314835429,0.03703887,0.137139018,0.11920094,0.104467381,0.123487218,0.175599029,0.07276567,0.014830913,0.137081305,0.205282578,0.013318116,-0.037348873,,1.994722908
39.725,116.595,0.001338791,0.000539521,-0.00011645,-1.70E-05,-6.78E-21,3.39E-21,-0.0001539,7.91E-05,0.004614303,-0.022367378,0.054452845,0.052265829,0.074981316,0.123239236,0.015934392,-2.39E-18,-4.34E-19,-2.71E-20,-8.47E-21,3.39E-21,0,3.39E-21,-0.0001539,7.91E-05,0.004066862,-0.019037224,0.045464934,0.070275755,0.009694644,,2.791512295
39.725,116.605,0,0,0,0,0,0,0,2.12E-22,-8.47E-22,-1.02E-20,4.74E-20,-1.08E-19,0.001585696,-0.013297799,0.053581916,-0.152584955,0.457021826,0.259784843,-8.67E-18,-4.77E-18,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107309041,0.015914936,-6.34E-05,0.000728972,-0.004037183,,1.479456958
39.725,116.615,0,0,0,0,0,0,-1.32E-23,0,8.47E-22,0,-1.02E-20,-0.0001539,0.000761586,-0.000579882,-0.003926858,0.008200517,0.191894201,-0.016389136,0.107833409,0.011501792,0.018543104,-0.055373372,0.166269409,0.05427142,0.10730815,0.015919719,-5.02E-05,0.000521447,-0.003126375,,2.173828389
39.725,116.625,0.006221012,-0.00189946,5.73E-05,7.53E-05,1.69E-20,2.03E-20,0.000682465,-0.00451172,0.014678131,-0.041338287,0.151797368,-0.121901981,0.385495754,0.329102753,0.361405535,0.828822748,1.026690525,0.963594014,0.217076189,0.353013706,0.595619522,0.416206584,0.621136472,0.315154868,0.408518397,0.047786167,-0.000376549,0.00259526,-0.012041776,,1.062457297
39.725,116.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.725,116.645,0.002209949,0.000231318,-0.000150413,-1.70E-05,1.69E-21,-1.02E-20,-0.0001539,-0.00022868,0.004090079,-0.009991983,0.004130262,0.17021603,0.119942177,0.095760014,0.045722344,0.242040858,0.472706722,0.343959131,0.470692473,0.196278712,0.41299946,0.111696377,0.631015867,0.524447173,0.653048433,0.607585016,0.286421364,0.070799793,0.010397415,,1.251871507
39.725,116.655,-0.001982142,5.73E-05,7.53E-05,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107525609,0.012342498,0.021212595,-0.073326633,0.20557689,0.348995804,-0.016310015,0.110928882,-0.002445491,0.05274554,0.033663428,0.094003367,0.122782988,0.0450533,0.070468257,0.00105133,-0.003293217,0.008432622,,1.796214235
39.725,116.665,0.0204497,-0.001178981,-0.000584144,4.87E-05,-5.08E-21,-3.46E-19,0.00044153,-0.008548718,0.051448629,-0.175875799,0.484824275,0.455678218,0.006903774,-0.041185361,0.120749884,-0.278353413,1.143634216,0.163354877,-0.014760186,0.026643626,0.11679785,0.072755145,-0.033582657,0.293461402,0.513192208,0.031922447,-0.000953376,0.005364278,-0.018213385,,1.064468474
39.725,116.675,0.00120621,0.000464217,-0.00011645,-1.70E-05,0,1.69E-20,-0.0001539,7.91E-05,0.003931838,-0.018538124,0.045035765,0.071343021,-0.003829255,0.010628111,-0.027339046,0.106616856,0.039979277,0.279590803,0.087923054,0.026497641,0.11554242,0.070585776,0.004010958,-0.014606286,0.026445013,0.116146302,0.069531321,0.001150135,-0.004826785,,2.052890795
39.725,116.685,7.53E-05,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107304844,0.015934392,-1.95E-18,-5.42E-19,-1.08E-19,-7.41E-21,1.69E-21,0,0,0,0,0,0,0,0,0,,2.59038215
39.725,116.695,0,0,0,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107304844,0.015934392,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107304844,0.015934392,-1.95E-18,-5.42E-19,-1.64E-07,6.41E-08,8.49E-06,-3.86E-05,,2.562683226
39.735,116.095,-0.057998457,0.027204466,-0.002933368,-0.00083149,4.87E-05,0.00044153,-0.010790356,0.052073287,-0.114777672,0.192748304,1.210010979,1.977487279,0.696309909,1.022585221,0.191435271,1.130941581,0.929111415,0.266943403,0.628621732,0.842601696,0.466286846,0.793293839,0.34113588,0.654896102,0.648301923,0.336962544,0.417173307,0.08375931,-0.124411589,,0.700946067
39.735,116.105,-0.076365643,0.005634891,0.076239334,0.041562948,-0.007313718,0.043342863,0.075384736,0.018505853,-0.123391011,0.280281642,1.507427646,1.54755457,1.012025289,1.075232288,0.465417327,0.428730245,0.238871291,0.45920619,0.170174994,0.738259927,0.378672473,0.96411671,0.812109543,1.321315573,1.575520573,0.622661362,0.869718719,0.301247956,-0.150415716,,0.818243807
39.735,116.115,-0.061346269,0.013742623,-0.000369012,-0.000399377,3.17E-05,0.00028763,-0.005739736,0.038390718,-0.146352888,0.433485075,0.846758403,0.397823579,0.190765115,0.935071791,0.548256037,0.404879422,0.102715985,0.378595621,-0.016388277,0.38874847,0.195253308,0.675765611,0.327458349,0.945964404,0.647772756,0.409938183,0.493294005,0.433340451,0.131773647,,1.026071672
39.735,116.125,-0.041656956,0.042127518,-0.061297469,0.062939749,0.402150723,0.031935649,-0.002342084,0.016551998,-0.050208518,0.079217342,1.029963994,4.290287495,1.257141261,1.014689048,0.429744044,1.33793621,1.991884158,1.522997697,1.731127869,1.408585817,1.485052945,1.602284263,1.967889409,2.220779058,2.691128083,3.363484125,2.046573482,0.770406339,0.094725728,,0.632058197
39.735,116.135,-0.075813047,0.054958219,-0.087944979,0.094000398,0.603079165,0.046571974,0.002593323,0.018740936,-0.120112102,0.355040792,0.53492191,2.45734047,4.950452741,4.011758852,5.061728408,4.226881493,5.178808791,3.352898215,4.122879082,3.175099019,4.430541805,4.717954801,5.15947983,2.713956817,3.182552485,2.508587219,0.740114658,0.616793885,0.741998628,,0.411346099
39.735,116.145,0.062872577,0.015517347,-0.061364431,0.063819303,0.402143345,0.031868784,0.006122018,-0.046314351,0.154969561,-0.342017394,0.983448642,2.524273272,2.737988322,0.177233256,0.71904333,1.582553115,1.72973509,1.07775381,1.795975878,0.026217672,1.557570351,1.758335009,2.773606305,1.926922104,0.88275815,1.890685981,1.226763929,0.307630539,0.181202407,,0.591056219
39.735,116.155,0.005881353,0.005490659,-0.00107182,-0.000203779,-6.78E-21,-1.08E-19,-0.001846802,0.00390007,0.024706916,-0.140564184,0.324822919,1.508507875,0.31143198,0.176486584,0.439141309,0.123450254,0.831506597,0.991507572,0.005198589,0.44498689,0.204220061,0.233041996,0.490511304,0.553025009,0.478193093,0.184845303,0.084089954,0.005435126,-0.011232451,,0.958853599
39.735,116.165,-0.008706529,0.01731864,-0.030534113,0.031571896,0.201071672,0.015934392,4.34E-19,0.00074933,-0.005977097,0.026066639,-0.086459817,0.277404701,0.707479801,0.190108498,0.18372878,0.832752088,0.380757649,0.648546126,0.283764642,0.375317171,0.534013828,0.83083041,0.80448742,0.678870897,1.013407812,0.599727541,0.125986207,0.137680272,0.133395187,,1.112211814
39.735,116.175,-0.027501216,0.00918941,-0.001204121,-0.000192604,4.13E-05,0.000374665,-0.004507379,0.021563797,-0.065858433,0.183043932,0.205862465,0.00558337,0.528703447,0.814512649,0.171599073,0.735807316,1.595367848,1.261182668,0.375613359,0.547793289,0.716319679,1.161052465,1.094062854,0.69828894,0.999559614,1.090105055,0.549754002,0.455616515,0.403050085,,0.873516441
39.735,116.185,-0.009138546,0.014055974,-0.006094257,0.000462917,0.000240669,0.002181126,-0.011882898,0.027999355,-0.050586642,0.206161821,2.837714254,3.851984459,2.309659145,1.4609998,0.431973096,0.544010869,1.655272538,0.43384431,0.986253218,0.910428059,0.807840662,1.862399854,1.688073099,1.067930783,3.481625509,1.58186884,0.366607177,0.238890311,0.161882751,,0.590389891
39.735,116.195,-0.042515922,0.060041412,-0.093293007,0.094656514,0.60327334,0.048331741,-0.0044326,0.018543104,-0.054777942,0.158544801,0.093530698,-0.012764919,0.339786954,0.72634186,0.295316442,0.421937519,0.014648263,0.101404177,0.242638714,0.071839102,0.035730588,0.078221894,0.150625756,0.162140603,0.377411112,0.172270557,0.097597033,0.166924295,0.158005992,,1.478061305
39.735,116.205,0.001189228,0.000464217,-0.00011645,-1.70E-05,0,-1.02E-20,-0.0001539,7.91E-05,0.003931838,-0.018692024,0.045114885,0.075120959,-0.022970724,0.062588603,0.019957145,0.160204284,0.0493648,0.092198045,0.132092455,0.020942195,-0.043677502,0.366326645,0.139185526,0.507027637,-0.016843954,0.214480698,0.033007387,-0.007850414,0.037835719,,1.699632227
39.735,116.215,-0.007326996,0.001181051,0.00012664,-3.40E-05,1.36E-20,-1.42E-19,-0.0003078,0.003416667,-0.013866473,0.028321201,-0.05093188,0.602624649,0.48971189,0.481155081,0.050446506,0.125193286,-0.040191245,0.16445448,0.262666298,0.220925997,0.13197537,0.057996286,0.037774755,-0.038202808,0.735894484,0.417252682,0.169392226,0.00691006,-0.01913918,,1.198999748
